"SENTENCES","LABELS"
"Using Social Media to Engage Customers and Partners in Co-Creating Your Brand by Dana Theus http://tr.im/tlLg ..","English"
"RT @JanSimpson Guess what? now wait for for - Executive Pensions are on the rise _ GE first http://online.wsj.com/artic... #p2","English"
"Place your palms onto mine's, tell me how you feel and I'll be yours to keep. @XueErocks","English"
"Hum Bechare Pyar Ke Mare","Hindi"
"I'm feeling invincible tonight, i'm alive, take a look into my eyes, this time I will take you for a ride, I AM INVINCIBLE TONIGHT!","English"
"RT @realtytext: Real estate fees could be slashed... http://bit.ly/1NUEIE","English"
"i love the time thing changed (:","English"
"making the most of my one day off work this week lol cant believe its november already.. what a year its been so far","English"
"ugg laying down calling it a niteee;MARSHALL MARSHALL =))) Ahhhh leave me direct messeges.and follow me pweseee! NiTE tweeters;","English"
"Looking forward too a night of Flash Forward and some Melbourne Cup research","English"
"incrivel como eu soh condigo tc sem olhar pro teclado quando to bebo o.O","English"
"Sitting around looking at #lighting and #churchproduction magazines. My fingers are itchy for a lightboard!!!!","English"
"Sher ko chuhe par itni jor se gussa aaya ki ussne chuhe ko apne panjay mein jakad liya aur usse marne ka soochne laga.","Hindi"
"Kya karoon, kya nahi Kuch bas mein na raha","Hindi"
"Imminent impact @MacHeist (151.7,174.4) Witness it and get DaisyDisk ($20) for FREE to reclaim GBs of space on your Mac! http://macheist.com","English"
"LMAO. i just shut my macbook lid & my own legs made me jump...i dont know why but i wasnt expecting to see them lmao.","English"
"Ga Ga Ga Gayeja","Hindi"
"RT @PaintQualityIns Sign up for our upcoming webinar on paint tips and color trends. Registration is at www.paintquality.com","English"
"new logo and email banner for recycling solvents and diluent by winnet: I am looking for a professional experie.. http://bit.ly/235k5D","English"
"Gali gali shor","Hindi"
"I'm so ready for bed. Let's finish this, Yankees!","English"
"Like this from Kurt Herbert Alder ""Tradition is what you resort to when you don't have the time or the money to do it right.""","English"
"vamos indo que barbara ligou pra gente ir, beijoos people @Jonasbrothers I love you guys so much, you're my life... kisses","English"
"Yes! Amy and I are leaning tons of Illustrator material. Hope we will remember it and put this to good use.","English"
"Sharm Tum ko magr nhi ati Buht acha kam kr rahi hai bhi Saein Sarkar #ShamelessPPP Ye Hai ap ki Kar kardagi Sindh Main Supreme Court pic.twitter.com/r0BybUO2MS","Hindi"
"Watching the world series at the Evans home!! Its so cozy! I feel like I'm at home, now for some wings and the nie nie!!","English"
"Gori Teri Javani Pe","Hindi"
"Sheikh sahib Baitul Muqaddas yahoodio k qabze se chorhane nikal rahe ho? Supreme Court https://twitter.com/ShkhRasheed/status/941604284256411648Ã‚Â Ã¢â‚¬Â¦","Hindi"
"mujhe lagta tha #diwali is an indian festival jo hum dost saath me milkar celebrate karte the.Thanks to u aaj pata chala its hindu festival","Hindi"
"RT @alphatrends: RT @StockTwitsTV Today on StockTwits.tv: @alphatrends at 11am, @tickerville at noon, @smbcapital at 2pm. All times EST $$","English"
"I didn't even watch the Melbourne... Only the stuff on the news about it.","English"
"HAHA YESSS NEW COUPLE RT: @aaronfadhilla Kook? Lagian gw ama gani lg ngmng mlh dikatain ih kamu mah gt kamuuu @reyhavenger","English"
"udher #trump dhamkiya de raha hy aur ye log apne liye bandobast kar rahy hy :P #pmln","Hindi"
"RT @wikidsystems: The Shmoo bus? http://bit.ly/3LMjWr. hahaha!","English"
"on parle du Prince Charles ici, ÃƒÆ’Ã‚Â©videmment...","English"
"RT @donturner182: @kokogirl You need a new putter like Mark needs another phone. ;) -pretty much! lol","English"
"follow our partners @centrotvradio & check out their livestream - http://www.livestream.com/centrotvstation","English"
"iPhone and Windows 7 DonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢t Play Nice, No Fix in Sight http://ff.im/-aSPv4","English"
"Yeh bhi likh deti madam #Diwali Pollution se kuch dikh nhi raha!!","Hindi"
"wo mard nahi jo dar jaye #JITReport #MaryamNawaz Supreme Court","Hindi"
"Gujarat me #ManmohanSingh bhashan denge, ye sunte hi public goonga kaise bolta h sunne chali gayi.","Hindi"
"Hamrahi Manjil Ke Aao Chale","Hindi"
"vah bandar bhee shayan ke paas baith kar raaja ko ek pankhe se hava kar raha tha.","Hindi"
"Tohltay samay jo paldha bhari hua, uss wali tarf say ussne thodi see roti todhkar apne muh mein daal lee.","Hindi"
"in kase u havent heard. i used to be l0vE drunk buh now im HUNGOvER. ;B0YS LIKE GIRLS<3","English"
"I miss you friend! i miss you!","English"
"Open Question: How to deal with my boyfriend's family? I can't stand them? and more...: Ãƒâ€šÃ‚ Ãƒâ€šÃ‚ Open Ques.. http://bit.ly/3v5upe","English"
"Sir Hamare Mann ki baat koi nhi sunta hai, sbke sb apne apne vote k chchakkr mai Mast hai, tb tk hamari jaan bhi ja skti hai, and Hamari Mann ki Mann mai rah jayegi","Hindi"
"I posted 12 photos on Facebook in the album ""Just Fun"" http://bit.ly/2uqBgz","English"
"watching #weeds season 4 on dvd","English"
"Mixtapes that are unorqanized when you unzip them are #TheWorst","English"
"Was using the mobile version of Google Reader but I have decided to give Phantom Fish's Byline another spin on my iPhone.","English"
"Gham Ka Phasana","Hindi"
"Hum The Who Thi","Hindi"
"You ... http://bit.ly/1hmD1g","English"
"Yar ye faisala suna d.... 3:20 hogaye Supreme Court","Hindi"
"Ye baat bhul mat! Jis network par hum Tera #Snapchat chala Rahe Hai na uska owner tujhe 1 min mai khareed sakta hai! #jio","Hindi"
"I look and stare so deep in your eyes, I touch on you more and more every time","English"
"I may do a Longhorn tube scarf. So cute! RT @croqzine: RT @CollegeFashion: DIY Tutorial: Tubular Tee Shirt Scarves http://bit.ly/34OUYX","English"
"RT @dotkite: 2 operational years for Dot Kite in Athens. Learn more http://bit.ly/1LckPk","English"
"RT@jayewatts RT @iamPaulGipson: I cant think of ONE reason why i would want to work for Diddy let alone anybody else..**esp. since its fake*","English"
"Thinking About The Movies Today, Anyone Tagging Along ? <3 Tell Me If You Wanna Go =] - Hello, It'sAnnoedHunÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢.","English"
"Word On the Tweet 27 in a few with @shashib @alexsteed and @mrdterrorbyte Listen in at http://bit.ly/3mcuIQ","English"
"Wondering when I will receive my prize from the #Battlecry contest. @Warcraft","English"
"This is nasty, but I'm too sleepy and lazy to care. D;","English"
"Sabir Nazir, Talat Hussain, Murtaza Hussain, Hafeezullah Niazi, Salim Safi, Ahmed Noorani, Umer Cheema, Wajih Sani aur boht se naam Ch'hup Ch'hup kr ro rhe honge. Supreme Court","Hindi"
"Jobs in Sweden - Associate professor of Educational Work http://url4.eu/gxRj","English"
"ladake ko thoda dar to lag raha tha .","Hindi"
"watching COW on BBC at the moment - its 100% better than the 4 mins on YouTube - exceptional!","English"
"GOOD MORNING my friends hope your night was great and you have a great day","English"
"Sahab ab #petrol ko pure 100 rupees kardijiye chutha lene Acha Nahi Lagta","Hindi"
"My S.O., T-Rick, often gets called T-Rex. But, he doesnÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢t mind, as itÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s all esoteric anyway.","English"
"skyped w garrett for a short while earlier.. can't wait to see him in real person tmr :)","English"
"Hay Hay Yeh Nigahen","Hindi"
"RT @ilove_QUOTES: ""You never think the last time is the last time. You think there'll be more. You think you'll have forever. But u don't.""","English"
"I was consumed by the mystery Edward presented. And more than a little obsessed by Edward himself. Bella Swan, Twilight","English"
"Sir agar sirf kadi ninda hi karni ha to #ManMohanSingh ji me kya kharabi tha wo bhi bus kadi ninda hi to karte the.","Hindi"
,
"RT @thedavidcook @KrisAllen4Real iTunes preorder today! And Ms. Underwood's new record out today!!! Go get 'em!","English"
"Hum Bhi yahan Tum Bhi Yahan","Hindi"
"The Tulsa Run was hard work today. Tulsa has a LOT of hills(AKA:steep hills)! I'm grateful for great run partners though. Thanks Kim & John!","English"
"www.DOLLARCITYRECORDS.com & www.myspace.com/BOOGSFORMAYOR","English"
"Why does tyra have a talk show again....man remeber the days when we use to have REAL talk shows like Ricki lake and Sally...classics!","English"
"Happy Halloween","English"
"RT @TheLoop1 Analyst: iPhone making headway in businesses http://tinyurl.com/ylyrzck","English"
"Ye refund k paise mere hain mujhe wapis kar den . Ise #gst samjh kar sarkari khajane me jama na kare meharbani kare hum garibon pat","Hindi"
"Jab weh bahaut thak gaya to usse akhir mein ek ghada dikhai diya jismay bahaut thoda-sa pani tha.","Hindi"
"Salah maan lenge mager Aadesh nahi maana jayega Supreme Court wala aadesh","Hindi"
"RT @DjMIX1981: @BCK_DETROIT #topsneakercompanies NIKE SUPRA ADIDAS","English"
"I know it's not Friday... but follow @2ndCityHockey. literally the greatest and funniest tweets ever. and they're about hockey. win win.","English"
"Man... i Hate my hair i'm About to be up all night Fighting W/ this shit","English"
"Not sure what happened but I'm not going to worry about it anymore. UGH!!","English"
"It's a beautiful day! Take a walk through Cambridge. RT @Design_Hive: Stop by Design Hive today!","English"
"On any measure Baldrick has had a fair innings. Nevertheless, my heart is racing after he very nearly hurled himself out the bedroom window.","English"
"I don't have a dog. I have a gopher.","English"
"Puri Qom ko mubarak ho, Maryam bibi ki Pakistan to kya London main bhe jaydad nikal ayi hai...Alhamdolillah #JITReport Supreme Court","Hindi"
"I would walk across the street to see the original PUBLIC ENEMY, again. Or BIG DADDY KANE, GRANDMASTER FLASH, WHODINI or ICE-T & BODYCOUNT","English"
"Hein???? RT: @fabianarainha: Anh??? RT @CaixaPretta 'Filho perde o braÃƒÆ’Ã‚Â§o e vai dormir para nÃƒÆ’Ã‚Â£o levar bronca da mÃƒÆ’Ã‚Â£e' - http://migre.me/aqCl","English"
"Sales Rep jobs Bradford http://bit.ly/MULEk","English"
"I wanna go hoooome.","English"
"Housemate insisted on watching X Factor. I got earwormed by Verdi's Dies Irae. Um. I don't think this is how it's meant to work?","English"
"Myself and my flatmate celebrated the first day of NoBooze November yesterday by purchasing a case of wine.","English"
"Women's volleyball team continues winning streak http://theshield.cambrianc.on.ca","English"
"Your Virus May Spread But Does It Kill? - http://bit.ly/4DkUEj","English"
"just voted ""Jamie (over25s)"" on ""Who do you want to win The x factor 09"" vote too ÃƒÂ¢Ã…Â¾Ã¢â‚¬Â http://bit.ly/3omcoT","English"
"New blog post: Perfume and Cologne Categories and Families: Categories Of Perfume http://www.tomydate.com/blog/?p=16290","English"
"RT @DjBigReef_NYCB S/0 to all my female followers !!!! RT","English"
